"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"2582",2582,"629690759206281216","Scott Walker","2015-08-07 09:29:10 -0700","Negative","Nashville, Tennessee","Central Time (US & Canada)","RT @BecomingUsBrook: Watched a part of the #GOPDebate last night. Hilarious that @ScottWalker thinks he has any chance. Let alone any of th…"
"2583",2583,"629690752793088000","Donald Trump","2015-08-07 09:29:09 -0700","Positive","","Central Time (US & Canada)","RT @AgainstCronyCap: Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud #Trump2016 #GOPDebate http://t.co/1X…"
"2584",2584,"629690751031447552","No candidate mentioned","2015-08-07 09:29:08 -0700","Neutral","So.Nevada, USA","Pacific Time (US & Canada)","RT @mommadona: Every father w a daughter needs to think, very hard, about what these #religion zealots are saying #PlannedParenthood #GOPDe…"
"2585",2585,"629690745620856832","Donald Trump","2015-08-07 09:29:07 -0700","Negative","","","RT @megynkelly: .@realDonaldTrump:  If it weren’t for me you wouldn’t even be talking about illegal immigration #GOPDebate"
"2586",2586,"629690741791584256","Mike Huckabee","2015-08-07 09:29:06 -0700","Neutral","Chicago","Central Time (US & Canada)","""the military's favorite song is Break Stuff by Limp Bizkit""- @MikeHuckabeeGOP #GOPDebate"
"2587",2587,"629690741317632000","Donald Trump","2015-08-07 09:29:06 -0700","Negative","Alabama","Central Time (US & Canada)","@megynkelly needs to get in the kitchen and make @realDonaldTrump a sandwich.  She doesn't belong in that setting with him. #GOPDebate"
"2588",2588,"629690734757695488","No candidate mentioned","2015-08-07 09:29:04 -0700","Negative","","Central Time (US & Canada)","RT @peterdaou: Great to hear about critical topics like extreme inequality, poverty, climate change, racial justice at the #GOPDebate ... o…"
"2589",2589,"629690731087691776","Rand Paul","2015-08-07 09:29:04 -0700","Negative","I'm near PS153.H56H33 2005","","RT @Fingers_of_Fury: It's ""fewer"" records, not ""less"" records, Rand Paul. Sorry, pally. My president knows the difference. #GOPDebate"
"2590",2590,"629690730752163840","No candidate mentioned","2015-08-07 09:29:03 -0700","Negative","AnyWhere","Central Time (US & Canada)","Rap Nigga That Dont Rap Just Look Like 1! #GOPDebate"
"2591",2591,"629690728646512640","Donald Trump","2015-08-07 09:29:03 -0700","Negative","Nashville , TN","","RT @senatorshoshana: If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #G…"
"2592",2592,"629690728164163584","No candidate mentioned","2015-08-07 09:29:03 -0700","Negative","","","RT @BreeNewsome: I predict tonight's winner will be late night comedians and Twitter. #GOPDebate"
"2593",2593,"629690727497232384","Mike Huckabee","2015-08-07 09:29:03 -0700","Negative","vanessa is my sunshine","Eastern Time (US & Canada)","my head still hurts from hearing mike huckabee imply trans ppl are a ""social experiment"" like eat my trans shit u moldy dishrag #GOPDebate"
"2594",2594,"629690727262482432","Marco Rubio","2015-08-07 09:29:03 -0700","Positive","Atlanta","Quito","All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket! #Outnumbered"
"2595",2595,"629690724624105472","No candidate mentioned","2015-08-07 09:29:02 -0700","Neutral","Washington, DC","Eastern Time (US & Canada)","MUST WATCH: @carlyfiorina &amp; @hardball_chris debate @HillaryClinton’s trustworthiness. https://t.co/CFH5kfzKwF  #GOPDebate #Carly2016"
"2596",2596,"629690723777015808","No candidate mentioned","2015-08-07 09:29:02 -0700","Negative","Music City, USA - NashVegas","Central Time (US & Canada)","RT @Xaron4: Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night &amp; rest of #media not much better.  https://t.co/R…"
"2597",2597,"629690722795393024","No candidate mentioned","2015-08-07 09:29:02 -0700","Neutral","San Diego, CA","","good that the moderators asked about past parties &amp; bankruptcies but they forgot the deferments,McCain comments,rape allegations..#GOPDebate"
"2598",2598,"629690719968591872","No candidate mentioned","2015-08-07 09:29:01 -0700","Neutral","Austin, Texas","","RT @LandmarksUT: Ben Rubin's AND THAT'S THE WAY IT IS is back up and running. I'm sure it has plenty to say after the #GOPDebate. http://t.…"
"2599",2599,"629690718311714816","Ted Cruz","2015-08-07 09:29:00 -0700","Neutral","NW Wyoming & NW Montana","Mountain Time (US & Canada)","RT @thecjpearson: Ted would prosecute @PPact. #CruzToVictory #GOPDebate"
"2600",2600,"629690713723273216","John Kasich","2015-08-07 09:28:59 -0700","Positive","<U+2B55><U+FE0F>-H-I-<U+2B55><U+FE0F>","Eastern Time (US & Canada)","RT @Vara11: @JohnKasich really impressed in last night's #GOPDebate http://t.co/RbpOmS07gC #Kasich4Us"
"2601",2601,"629690713635180544","Donald Trump","2015-08-07 09:28:59 -0700","Neutral","","London",".@JDiamond1 finds strengths for #Trump #Paul &amp; #Christie but wonders about #Bush &amp; #Walker in last night's #GOPDebate http://t.co/CM8uowwG4S"
"2602",2602,"629690708878852096","Donald Trump","2015-08-07 09:28:58 -0700","Negative","Yaounde, Lagos","Atlantic Time (Canada)","A weave on your head should look like you own the hair. If I see anymore glue,  I will scream. Looking like Trump #weave #GOPDebate  #bad"
"2603",2603,"629690700486049792","Scott Walker","2015-08-07 09:28:56 -0700","Negative","Cleveland, OH","","RT @StevenSinger3: #BATSask if Scott Walker's ""Pro-life"" stance covers school kids, too? http://t.co/39ZRoENv9K #GOPDebate"
"2604",2604,"629690700112637952","No candidate mentioned","2015-08-07 09:28:56 -0700","Neutral","","","RT @BrendanKelleyOH: The #GOPDebate last night was everything I hoped for and more. The internet will be amazing for weeks. #GOPClownCar"
"2605",2605,"629690699672203264","No candidate mentioned","2015-08-07 09:28:56 -0700","Negative","","Pacific Time (US & Canada)","RT @scottEweinberg: These guys should write for SNL. Not even kidding.  #GOPDebate"
"2606",2606,"629690691719856128","No candidate mentioned","2015-08-07 09:28:54 -0700","Negative","","Central Time (US & Canada)","I like the part where some Americans think that it's only or mostly Americans getting killed by ISIS. Research people! #GOPDebate"
"2607",2607,"629690690100948992","No candidate mentioned","2015-08-07 09:28:54 -0700","Neutral","New York, NY","Eastern Time (US & Canada)","So, of course my phone would die in the middle of the #GOPDebate last night. I missed Twitter reax to the second hour of the debate."
"2608",2608,"629690686124740608","Jeb Bush","2015-08-07 09:28:53 -0700","Negative","Pewee Valley, KY","Eastern Time (US & Canada)","Sorry, Jeb but Compassionate Conservative message is so 2000 #GOPDebate RT https://t.co/8uAi8mR3di"
"2609",2609,"629690684342149120","No candidate mentioned","2015-08-07 09:28:52 -0700","Negative","Mumbai, Maharashtra","","tyler_batson: https://t.co/n0Lhfj92Kw #GOPdebate #funny #meme #Obama #HillaryClinton #badassBiden http://t.co/5YJw85akBV"
"2610",2610,"629690683524300800","Scott Walker","2015-08-07 09:28:52 -0700","Negative","Cleveland, OH","","RT @mariaglass7: #BATsAsk #GopDebate why does Walker believe busting unions is the same as fighting terrorism? @bretbaier"
"2611",2611,"629690681632661504","No candidate mentioned","2015-08-07 09:28:52 -0700","Negative","Nashville, Tennessee","Central Time (US & Canada)","RT @Chief_Kels: The #GOPDebate last night got me even more fired up about Bernie #FeelTheBern  http://t.co/3A5MQyKifG"
"2612",2612,"629690680416169984","No candidate mentioned","2015-08-07 09:28:51 -0700","Negative","Phoenix, AZ","","'Why did the #Moderators get more time than candidates? #GOPDebate"
"2613",2613,"629690673952731136","No candidate mentioned","2015-08-07 09:28:50 -0700","Negative","Oregon","Pacific Time (US & Canada)","Racist, religious fanatic debate.  #GOPignorance #GOPDebate  https://t.co/u8zEB21JXh"
"2614",2614,"629690661462278144","Chris Christie","2015-08-07 09:28:47 -0700","Neutral","Cleveland, OH","","RT @mariaglass7: #BatsAsk #GopDebate will Christie address foreign dignitaries like he does teachers? @bretbaier"
"2615",2615,"629690660698890240","No candidate mentioned","2015-08-07 09:28:47 -0700","Neutral","Elkhart/Mishawaka, Ind.","Eastern Time (US & Canada)","Make sure you take our poll: Which candidate do you think was most impressive during #GOPdebate last night? http://t.co/x4pNZqxCJU"
"2616",2616,"629690657385381888","No candidate mentioned","2015-08-07 09:28:46 -0700","Negative","Greensboro, NC","Central Time (US & Canada)","Megan: you've called women fat pigs, etc. #GOP audience: ha ha ha. WTF? What is wrong with these people? #GOPDebate"
"2617",2617,"629690655652970496","No candidate mentioned","2015-08-07 09:28:46 -0700","Negative","","Pacific Time (US & Canada)","RT @BuenaVista28: Old racist/sexist Wall Street ass-kissing white guys arguing? No thanks. #GOPDebate"
"2618",2618,"629690655233540096","No candidate mentioned","2015-08-07 09:28:45 -0700","Negative","America","Eastern Time (US & Canada)","@polisterpolls Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube"
"2619",2619,"629690654289956864","No candidate mentioned","2015-08-07 09:28:45 -0700","Neutral","North Carolina","Eastern Time (US & Canada)",".@CarlyFiorina at @ijreview: Why I’m Running For President ---&gt;&gt;&gt;  http://t.co/phNgdByKSP #Carly2016 #GOPdebate http://t.co/8pUrBWZBRS"
"2620",2620,"629690649378304000","Donald Trump","2015-08-07 09:28:44 -0700","Negative","","","American voters deserved better questions for @realDonaldTrump during #GOPDebate @FoxNews knew better... #EPICFAIL https://t.co/xtOsLXWf43"
"2621",2621,"629690646123524096","Scott Walker","2015-08-07 09:28:43 -0700","Positive","SunLakes Banning CA","Pacific Time (US & Canada)","#@ScottWalker #GOPDebate #winner in spite of the #FoxNews #debacle https://t.co/6B6F2NeeJ4"
"2622",2622,"629690643904774144","Donald Trump","2015-08-07 09:28:43 -0700","Negative","Arizona USA","Pacific Time (US & Canada)","RT @docmurdock: Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid for…"
"2623",2623,"629690643539996672","John Kasich","2015-08-07 09:28:43 -0700","Negative","Cleveland, OH","","RT @summer4jul: @JohnKasich, What about all of the kids in poverty in OH? #BatsAsk #GOPDebate"
"2624",2624,"629690641275031552","No candidate mentioned","2015-08-07 09:28:42 -0700","Neutral","DC","Atlantic Time (Canada)","RT @taotaotasi: You are more likely to be standing on the #GOPDebate stage right now than be killed by a shark this year"
"2625",2625,"629690635692441600","Mike Huckabee","2015-08-07 09:28:41 -0700","Negative","","Atlantic Time (Canada)","Disgrace @GovMikeHuckabee cites #science in anti-abortion rant but dismisses it on #globalwarming #GOPcircus #GOPDebate"
"2626",2626,"629690633263812608","No candidate mentioned","2015-08-07 09:28:40 -0700","Negative","","","RT @Annietiques: 116 Minutes BEFORE the word 'Veteran' was Even Uttered Tonight During a 2 Hour #GOPDebate . . Do You At STILL Think The GO…"
"2627",2627,"629690632370561024","Ben Carson","2015-08-07 09:28:40 -0700","Negative","","Eastern Time (US & Canada)","RT @pittgriffin: Who did Megyn Kelly ask about racism in America? Ben Carson - why, because he's a neurosurgeon? #GOPDebate"
"2628",2628,"629690630923546624","No candidate mentioned","2015-08-07 09:28:40 -0700","Neutral","DC | ATL","Quito","The winners and losers of last night's #gopdebate http://t.co/FDOXvoJoM5"
"2629",2629,"629690628352438272","No candidate mentioned","2015-08-07 09:28:39 -0700","Negative","","Quito","RT @UrProbsJewish: The reason there's never been a Jewish President is because his Mother would most likely run the White House #GOPDebate"
"2630",2630,"629690626368405504","Marco Rubio","2015-08-07 09:28:39 -0700","Positive","Manahawkin, 20","Eastern Time (US & Canada)","According to ratings today it seems Rubio won the #GOPDebate and I am super pumped. Young, Latino guy is a great image for the new GOP :)"
"2631",2631,"629690626347393024","No candidate mentioned","2015-08-07 09:28:39 -0700","Negative","Nashville, TN","Central Time (US & Canada)","RT @DarrenGoodman46: #MeganKelly news flash the debate isn't about you! The candidates should have put you panelists in your place. #GOPDeb…"
"2632",2632,"629690625324154880","No candidate mentioned","2015-08-07 09:28:38 -0700","Negative","Kronos 1","","RT @lizzwinstead: These are the most boring match dot com profiles ever. #GOPDebate"
"2633",2633,"629690622199201792","No candidate mentioned","2015-08-07 09:28:38 -0700","Negative","Southern California","Central Time (US & Canada)","@Deb_Libby I was laughing so hard I almost busted a rib. #GOPDebate"
"2634",2634,"629690619305312256","No candidate mentioned","2015-08-07 09:28:37 -0700","Neutral","Cleveland, OH","","RT @PennBat: #BATsAsk GOP doesn't like big gov so are you in favor of locally elected school boards? #GOPDebate"
"2635",2635,"629690614620266496","No candidate mentioned","2015-08-07 09:28:36 -0700","Positive","New York, NY","","No question she should be in the top 10. #CarlyFiorina #CarlyFiorina #GOPDebate #GOP  https://t.co/aWF2zNvqVo"
"2636",2636,"629690611810086912","Donald Trump","2015-08-07 09:28:35 -0700","Neutral","","Central Time (US & Canada)","Wow, the endless fake pearl-clutching by establishment Repubs at everything #BasedTrump says now at fever pitch. #cuckservative #GOPDebate"
"2637",2637,"629690610346098688","No candidate mentioned","2015-08-07 09:28:35 -0700","Negative","D[M]V/ Jamaica ¤/ <U+4E2D><U+56FD>, <U+5B87><U+5B99>","Central Time (US & Canada)","RT @sallykohn: Everyone at #GOPDebate: I’m against the Iran Deal because Obama made it. Obama isn’t strong because he’s Obama. Because."
"2638",2638,"629690608056172544","No candidate mentioned","2015-08-07 09:28:34 -0700","Negative","DC suburb","","Nope. I think that was the most unintentionally funny political event I've ever seen. It was great! #GOPDebate https://t.co/DLaPGgPrcI"
"2639",2639,"629690606147751936","No candidate mentioned","2015-08-07 09:28:34 -0700","Negative","Tulsa","","#GOPDebate was great reality TV. Can't wait for next episode to see who gets voted off the Island of Dr. Moreau!"
"2640",2640,"629690602788012032","Marco Rubio","2015-08-07 09:28:33 -0700","Positive","","","From watching #GOPDebate last nite, now know Rubio, Walker &amp; Santorum share belief they'd rather see wives die thn ""let"" thm get abortions."
"2641",2641,"629690602561609728","","2015-08-07 09:28:33 -0700","Negative","","Alaska","RT @LOrion: HOOT! LOOKY THIS.. huh last I heard neither Clinton nor Sanders was part of #GOPdebate   RT @davidbadash: Today’s... http://t.c…"
"2642",2642,"629690601290608640","No candidate mentioned","2015-08-07 09:28:33 -0700","Negative","ÜT: 44.233034,-88.392829","Central Time (US & Canada)","RT @JohnJFrusciante: I didn't watch the #GOPDebate but I did see an old dog struggle to take a shit on the sidewalk so that's basically the…"
"2643",2643,"629690596760940544","No candidate mentioned","2015-08-07 09:28:32 -0700","Neutral","315","Atlantic Time (Canada)","yall should tithing 10 percent of your followers to Colin. just saying God told you too. #GOPDebate"
"2644",2644,"629690594714087424","Donald Trump","2015-08-07 09:28:31 -0700","Negative","United States","Central Time (US & Canada)","#GOPDebate Anyone who cheered when Trump was asked about his comments towards women, you are part of the problem. #feminism #UniteBlue"
